ps_partkey,value
1468723,2849270.40
273160,2849131.70
1699254,2848768.27
1690302,2848437.28
1818502,2848324.85
1412629,2848317.42
1336293,2848212.51
1971685,2848110.30
1692292,2848084.86
1138268,2848066.10
372240,2847556.40
1863358,2847555.94
171504,2847107.50
1771120,2847031.00
1616272,2847026.05
670538,2846909.61
610274,2846624.31
115846,2845974.18
1037892,2845853.25
294010,2845823.04
1221619,2845695.30
361862,2845593.60
1117961,2845531.26
845528,2845512.18
717085,2845359.44
1745413,2845314.43
462426,2845308.80
63996,2844858.88
912190,2844851.80
1144028,2844632.85
992637,2844565.59
619032,2844561.72
1067285,2844385.03
1793747,2844369.00
1812667,2844281.44
824823,2844233.28
1592106,2844021.30
664436,2843992.20
219398,2843923.68
1974888,2843813.60
418103,2843638.06
1638584,2843602.47
493130,2843364.16
1147846,2843191.96
1693694,2843097.00
1099464,2842996.14
12654,2842863.92
941453,2842614.00
1148006,2842237.51
494261,2842225.92
1291313,2842144.27
495690,2842120.59
411502,2842118.66
1816611,2841666.58
1998951,2841642.00
1094394,2841596.30
1965283,2841541.22
846330,2841043.20
711910,2840771.08
272018,2840569.23
1420922,2840527.41
715459,2840465.00
1539187,2840367.86
249531,2840320.44
1770586,2840143.68
96923,2840139.64
186202,2839976.88
749877,2839962.30
1972753,2839676.40
868314,2838899.60
292471,2838729.32
823450,2838619.42
123444,2838387.90
1219642,2838352.14
15479,2838310.89
1173625,2838186.72
1464868,2838042.39
1187671,2837952.24
774684,2837910.40
188744,2837550.04
1061988,2837435.70
1191342,2836975.89
62894,2836703.98
565416,2836531.48
887894,2836329.76
965422,2836278.30
1285746,2836170.70
522282,2835982.50
617403,2835712.25
1117309,2835389.85
1649887,2835216.59
1222258,2835210.70
1645003,2835123.15
770550,2835008.00
539167,2834998.88
919455,2834970.54
1916263,2834802.10
1074634,2834638.50
1718613,2834557.56
1713496,2834444.21
735257,2834283.32
247224,2834007.50
1237480,2833985.28
1071663,2833956.46
265675,2833936.18
48038,2833634.23
1597297,2833540.76
797722,2833363.80
317764,2833234.56
1741679,2833200.84
148036,2833128.06
1016458,2832924.89
1374878,2832915.40
1992091,2832707.90
1390411,2832405.84
387571,2832183.34
141340,2832126.38
936460,2832100.00
546725,2831835.60
64928,2831678.52
611971,2831614.35
1219031,2831524.02
1586222,2831129.94
961700,2831098.53
191132,2831057.24
1423137,2831015.24
448044,2830938.81
97920,2830886.05
1289749,2830527.38
211917,2830526.93
518971,2830353.63
185474,2830332.80
498244,2830058.38
147082,2829772.92
847852,2829738.45
1139390,2829707.85
1417544,2829232.64
1724843,2829057.00
386478,2828927.92
287009,2828888.91
785774,2828830.77
1042526,2828777.81
1413540,2828648.09
1365602,2828618.24
821190,2828507.55
1946805,2828267.89
117797,2828174.95
962740,2828102.04
545287,2827992.48
1944105,2827852.76
1296167,2827760.92
1770207,2827648.56
1790303,2827466.46
1122995,2826734.40
1411881,2826463.64
1295719,2826383.79
187680,2825588.19
511561,2825487.72
1516620,2825337.06
288744,2825016.98
1997507,2824984.35
124965,2824796.84
1460924,2824734.00
1196340,2824575.84
932638,2824533.63
60307,2824402.14
743680,2824179.00
1245533,2824072.05
171964,2823948.96
649229,2823480.00
862069,2823240.48
237077,2823097.66
1067627,2823070.08
1988996,2822867.55
1995376,2822497.08
1295926,2822193.95
1847884,2821706.58
1893858,2821375.20
311046,2821219.39
639133,2821020.76
642982,2820846.44
1041489,2820319.56
218124,2819880.90
1098636,2819865.60
969739,2819842.96
1746792,2819375.00
1761292,2819305.50
1561561,2819159.04
920479,2819104.96
1599894,2819058.12
1722290,2818718.10
344157,2818552.72
1670291,2818318.50
1392994,2817945.10
968067,2817926.80
1868646,2817907.79
1749873,2817752.19
1262418,2817487.20
1032617,2816943.69
1185683,2816763.84
189749,2816616.11
140746,2816521.35
287572,2816427.60
186521,2816243.36
439777,2816126.19
223766,2816101.69
516698,2816059.59
1611909,2815862.49
711681,2815505.82
41733,2815340.88
22020,2815218.56
260939,2815207.70
1223897,2815183.00
916292,2815168.75
898179,2815161.78
494920,2815019.48
1997772,2814952.32
219140,2814766.63
1741834,2814741.51
1297243,2814560.65
1815728,2814515.36
119157,2813864.34
1845157,2813536.29
1538639,2813519.24
1263772,2813512.78
393939,2813443.75
1522296,2813174.82
266983,2813005.59
74345,2812957.56
1274391,2812922.91
1573680,2812877.99
1369749,2812475.07
37632,2812041.76
1288256,2811910.20
443724,2811881.20
1290442,2811579.37
1310989,2811466.86
643488,2811402.24
647294,2811241.05
1639717,2811040.32
1136037,2811009.60
537685,2810803.86
1071101,2810795.68
1369474,2810735.68
1219107,2810539.55
272241,2810528.45
1674238,2810500.20
417761,2810378.40
1391730,2810336.98
319122,2810316.41
440054,2810257.38
824895,2810065.60
1689961,2809788.60
586454,2809709.76
1512269,2809047.02
1910556,2808988.82
1022121,2808691.27
1667418,2808687.14
1610450,2808477.65
632629,2808474.84
1237113,2808418.54
1298754,2808287.86
667669,2808204.10
1011968,2808128.31
1098458,2807828.62
1418120,2807551.58
187894,2807152.92
693556,2807115.30
1174864,2806920.00
99403,2806868.40
1974872,2806686.72
1313374,2806659.56
1546670,2806524.00
1842261,2806252.26
1874076,2806190.47
90625,2805858.12
518977,2805850.70
1619319,2805822.96
1468500,2805704.72
1187411,2805176.00
1464554,2805022.53
1324306,2804951.92
160807,2804942.78
1967087,2804893.00
296916,2804835.00
1385929,2804817.33
1136354,2804647.80
1618452,2804557.14
1674365,2804540.82
1286093,2804470.11
1220392,2804422.46
1940260,2804301.00
668102,2804188.91
157629,2804160.00
1844150,2804115.30
149973,2803705.29
223446,2803586.34
1497406,2803471.19
124543,2803288.80
214211,2803149.34
69261,2803141.92
522676,2802975.93
289296,2802464.24
1262399,2802410.64
1347390,2802282.11
1243708,2802159.00
1213454,2802019.68
1068546,2802014.85
1064502,2801785.92
815274,2801783.19
1521748,2801760.00
171792,2801716.89
366865,2801696.87
1443294,2801675.31
813389,2801639.19
1285885,2801578.68
1245080,2801562.50
1032614,2801511.08
1861010,2801469.97
1943205,2801415.40
538261,2801102.76
494073,2801018.38
762074,2800867.98
460267,2800398.33
294115,2800322.50
336466,2800165.59
1641168,2800142.42
1436260,2800118.64
763540,2799962.16
1619255,2799945.20
935738,2799920.56
1615565,2799820.08
719741,2799552.41
186989,2799227.97
169114,2798866.32
1899907,2798758.90
1039471,2798472.43
563485,2798407.12
1694367,2798090.00
1636205,2798019.00
1940637,2798004.00
1960919,2797656.73
1618188,2797535.48
1520343,2797523.75
1938194,2797488.72
94010,2797340.06
1816351,2797250.14
1271863,2796770.81
1243464,2796723.24
1094808,2796651.82
1037355,2796445.08
1362736,2796179.04
1196990,2795897.25
1047269,2795828.42
1265601,2795828.38
186770,2794956.00
1789506,2794644.44
260710,2794628.34
699600,2794476.65
1543775,2794411.20
966704,2794381.72
1043223,2793999.60
588271,2793752.10
18616,2793577.92
1214925,2793087.36
1210506,2792914.66
1042735,2792673.87
1440414,2792463.21
138288,2792430.00
1611223,2792188.80
287912,2792046.45
898447,2791959.75
1638306,2791502.64
840287,2791500.98
746829,2791474.08
1620626,2791105.56
1095926,2790850.92
614246,2790684.31
1724413,2790652.17
172570,2790561.14
143758,2790540.37
588474,2790394.60
1295544,2790388.15
1148195,2790221.40
646045,2790190.56
1335287,2790045.31
710475,2789808.85
1496214,2789677.80
490615,2789375.00
1716662,2789025.50
290530,2788731.62
410259,2788590.84
396068,2788128.72
193243,2788119.90
1712166,2787662.46
711952,2787428.48
114503,2786644.93
1268231,2786624.36
1189880,2786533.02
536687,2786506.80
842418,2786500.78
740835,2786426.24
463277,2786348.34
65966,2786266.80
598452,2786004.90
424327,2785993.45
611828,2785771.10
417222,2784962.52
1360613,2784873.63
490894,2784439.90
120554,2784416.80
1611941,2784346.65
1310980,2784302.80
191320,2784296.28
999891,2784243.52
1397868,2784013.28
369973,2784004.83
1590966,2783977.77
342999,2783950.47
1719022,2783726.00
415262,2783624.88
1940587,2783253.00
1087894,2783164.16
1837394,2783141.40
1199546,2783111.10
635246,2783094.82
394613,2782782.54
169807,2782706.28
1441292,2782451.88
1068595,2782440.90
587569,2781797.04
1411868,2781774.96
617475,2781740.29
1837591,2781323.16
367945,2781269.14
292948,2781006.44
1519558,2780845.25
386222,2780834.94
822375,2779940.55
1770087,2779746.85
1421801,2779428.00
1012438,2779256.61
1669819,2779166.95
160529,2779154.40
262880,2778652.42
91488,2778647.96
462077,2778624.00
1945269,2778446.00
673881,2778422.40
1596679,2778222.04
742882,2778212.25
1639212,2778177.92
1065836,2778133.90
1211436,2778133.44
732629,2777695.34
1037448,2777595.00
896340,2777553.37
1065616,2777467.20
386811,2777390.30
1663969,2777267.36
463003,2777103.00
40421,2777027.75
310932,2776717.35
499801,2776554.36
211764,2776528.56
589756,2776380.19
1287149,2775760.72
1618557,2775701.06
519100,2775577.86
1372802,2775272.96
195300,2775146.50
188582,2775128.62
439953,2774737.62
1212715,2774509.36
1868225,2774355.30
1863258,2774269.68
1196276,2774192.40
44531,2774174.77
948456,2773598.80
1322308,2773592.16
1222471,2773468.80
120373,2773394.99
940632,2773198.56
1824200,2773106.50
85613,2773098.54
1795964,2773060.29
438263,2772897.66
490636,2772817.58
437874,2772788.71
663241,2772460.80
466401,2772375.84
1668667,2772299.52
697571,2772170.11
1074024,2772119.70
166775,2772052.50
261452,2771816.52
1811903,2771767.04
121823,2771617.53
1222257,2771520.31
1423010,2771222.88
687671,2770598.48
374872,2770507.05
1360390,2770369.24
1961269,2770301.22
1467077,2769961.69
621773,2769740.28
1020194,2769656.46
1223626,2769642.68
487882,2769537.80
97772,2769459.00
468447,2769415.43
1536445,2769409.76
1595297,2769333.75
923866,2769306.88
862209,2769071.76
19808,2769028.00
394143,2768780.81
274892,2768557.74
691985,2767894.47
812603,2767891.89
1766303,2767790.25
565297,2767541.14
515818,2767478.70
1635510,2767375.74
1261444,2767275.58
193236,2767195.66
339903,2767008.15
1639724,2766606.48
124461,2766571.80
1492972,2766371.58
1843126,2766197.50
765330,2766067.96
113544,2765889.00
1624475,2765856.60
899034,2765641.84
1642764,2765511.14
367431,2765148.12
1741472,2764474.28
1020833,2764412.16
865740,2764287.46
1687137,2764199.94
1835947,2764158.98
645527,2764142.72
1963471,2763828.00
722207,2763805.65
872076,2763689.18
1491776,2763660.27
1448923,2763563.25
211703,2762925.88
1866874,2762401.95
616874,2762214.00
1822097,2762194.00
1220411,2762092.30
71965,2762039.71
737613,2761990.95
942106,2761828.36
66893,2761828.13
137502,2761596.00
1743893,2761268.44
1143661,2761157.68
1199875,2760914.16
1993927,2760911.24
636376,2760546.25
64364,2760177.50
1524209,2760114.56
763341,2760065.46
1960477,2760043.08
717984,2759318.77
1462585,2759313.12
1624859,2759100.85
1491229,2759095.75
846824,2759030.19
899546,2758839.41
419174,2758761.80
1185525,2758686.45
1170130,2758662.72
1320408,2758590.00
315616,2757692.96
1943540,2757350.40
939226,2757301.47
1822006,2757219.53
1669597,2757006.18
198244,2756677.84
611301,2756165.60
611874,2756064.99
1911900,2755812.15
1540583,2755510.54
1767453,2755478.00
1694400,2755411.11
1721225,2754882.55
992333,2754797.58
1220068,2754759.15
1185530,2754329.28
515660,2754164.22
1539311,2753811.06
989714,2753745.40
561860,2753546.88
391683,2753527.12
1892755,2753235.64
1641197,2753219.60
1748145,2753077.58
373988,2753006.52
1924322,2752943.15
1249379,2752874.94
112677,2752859.20
1773430,2752801.50
211983,2752760.56
1523629,2752728.93
1345274,2752612.83
892994,2752538.00
821955,2752463.31
139959,2752369.93
1922523,2752069.68
971267,2751769.44
1412149,2751755.28
570343,2751687.60
512734,2751541.80
1397711,2751463.72
471156,2751461.16
1092421,2751052.05
499875,2750970.60
249843,2750849.31
465861,2750797.80
285736,2750614.46
1382603,2750539.50
362909,2750481.85
1772327,2750254.56
942852,2750249.52
1697815,2749971.24
469156,2749963.30
921857,2749855.74
388419,2749651.04
542224,2749586.80
144048,2749473.49
1735491,2749273.74
448154,2749094.72
1999644,2749024.46
1835438,2748824.90
647202,2748741.99
668786,2748479.58
1695193,2748255.40
1910249,2748011.58
419947,2747840.00
268177,2747430.32
1464762,2747246.88
611370,2747178.24
1796338,2747041.56
1270068,2746882.26
774587,2746719.17
64217,2746656.50
412821,2746647.09
97367,2746455.60
88616,2746352.38
587627,2745962.18
1024505,2745918.12
1519005,2745561.39
161027,2745533.60
664770,2745532.88
640286,2745531.45
146066,2745507.60
1073744,2745225.45
644281,2744993.56
1272404,2744928.50
1298924,2744763.04
414494,2744717.76
1860289,2744621.88
571650,2744420.58
811295,2744407.20
1132629,2744154.84
714124,2743998.40
1492234,2743734.40
96463,2743249.01
1123414,2742884.86
1265017,2742713.67
1192110,2742657.60
888348,2742633.50
195690,2742266.00
1199858,2742168.00
1245083,2742142.50
1110492,2741843.52
368511,2741628.75
1664348,2741543.25
665524,2741435.84
1649062,2741048.24
1749864,2740879.90
162374,2740772.32
667289,2740656.60
1517250,2740652.20
586202,2740386.12
746324,2740362.04
1149578,2739681.12
1920053,2739526.56
1611174,2739381.84
1185542,2739065.84
636919,2739063.00
492261,2738979.12
1362176,2738924.82
694678,2738769.60
1636446,2738746.80
799898,2738741.52
536083,2738663.80
82617,2738584.80
286521,2738530.22
285869,2738485.38
136921,2738292.48
1869744,2738292.48
1687833,2737966.88
1160828,2737954.72
669361,2737819.62
819139,2737813.72
1641716,2737688.52
1647111,2737652.97
1513235,2737572.57
143805,2737378.80
944032,2737252.04
1568682,2737229.56
1144281,2737226.25
88780,2737221.60
1399403,2736502.08
660833,2736400.86
1040616,2736269.01
448297,2736268.77
819049,2736154.08
1422669,2735289.26
1670587,2735245.94
1094181,2735237.03
561112,2734785.66
63468,2734733.31
1945069,2734363.05
921938,2733471.00
1461756,2733034.90
99975,2732966.67
1895618,2732906.00
1636023,2732792.58
1811400,2732716.00
1088338,2732672.36
1287721,2732661.00
1243532,2732396.73
1395863,2732386.40
1223718,2732151.25
137719,2731954.05
762742,2731901.04
1016257,2731777.65
1187299,2731695.93
968313,2731677.72
1142972,2731670.00
162911,2731648.08
1637971,2731346.80
1419445,2730648.32
1886467,2730361.29
1813893,2730087.46
1599546,2729772.76
1997691,2729565.03
1473291,2729549.82
637179,2729440.34
1943124,2729397.28
1861135,2729344.14
1672277,2729215.50
394578,2729187.30
787149,2729149.25
372294,2728857.40
516668,2728683.75
1389264,2728671.70
1860496,2728657.80
1443722,2728206.88
111373,2728083.65
1499034,2727756.85
11486,2727669.64
869042,2727453.67
1436895,2727334.68
536468,2727238.14
1170533,2727201.04
23447,2726815.45
1168736,2726566.80
1518469,2726475.06
149620,2726427.36
42800,2726098.74
312290,2725821.45
10403,2725812.05
419601,2725724.61
1071694,2725637.20
1747330,2725630.36
564655,2725533.72
188056,2725361.46
1137727,2725126.04
192292,2724860.82
1118894,2724727.60
824669,2724316.90
1192637,2724180.54
1671777,2723604.40
314332,2723357.84
1835676,2722967.52
1212045,2722809.25
1311054,2722747.23
1296656,2722638.15
1161835,2722411.54
1896340,2722308.00
1890846,2722256.55
1793683,2722225.61
1743649,2722065.72
1712010,2721585.55
1638249,2721245.76
399875,2721222.00
1567091,2721010.32
211570,2721001.96
590878,2720555.25
739163,2720422.98
98447,2720392.80
174378,2720368.56
190849,2720337.89
1397815,2719839.42
1874767,2719657.98
974684,2719619.04
196463,2719566.10
1515737,2719512.64
1271202,2719508.44
1615695,2718662.00
423205,2718511.92
940659,2718488.34
1567740,2718399.97
1767887,2718168.19
1849932,2718117.52
748203,2718035.50
1473444,2717854.64
1746312,2717832.41
1298187,2717595.60
1036956,2717551.89
294186,2717513.73
864953,2717503.28
1112536,2717476.92
636016,2717457.28
363944,2717285.84
821632,2716979.76
1443297,2716832.66
788348,2716766.07
1790613,2716721.28
1121760,2716586.62
113278,2716574.30
1618624,2716427.60
1193732,2716175.70
949576,2716012.52
1173898,2715898.76
7614,2715809.80
17234,2715795.68
1194303,2715661.16
394073,2715430.00
892189,2715380.32
994394,2715137.70
17470,2715048.84
413657,2714853.19
1344374,2714550.14
268856,2714447.12
947673,2714285.28
1838521,2714065.18
1993236,2713922.82
292078,2713861.15
1097571,2713684.96
642791,2713498.66
141890,2713201.92
637646,2712041.20
694067,2711612.55
1693488,2711407.16
774868,2710965.90
447421,2710913.55
1321072,2710681.29
585683,2710537.87
843656,2710458.40
295141,2710405.75
1436670,2710172.80
1268725,2710011.96
1167178,2709979.80
1388251,2709903.56
1021808,2709892.50
90650,2709763.30
1794682,2709558.47
157635,2709444.87
1164917,2709429.24
1389313,2709404.04
1068976,2709091.84
439313,2708735.10
1043919,2708588.73
1661003,2708550.70
1548422,2708275.08
1622807,2708099.93
1518504,2707990.48
1095104,2707926.54
863243,2707737.75
1285839,2707686.80
1586475,2707678.96
1522169,2707637.80
1823398,2707363.12
218319,2707292.16
1173436,2706758.54
1442233,2706643.32
70297,2706461.31
592586,2706381.00
1773657,2706184.91
436981,2706173.46
73038,2706158.95
994718,2705941.98
1248701,2705674.32
1893514,2705586.65
1210235,2705504.10
1040283,2705460.68
1285998,2705347.53
537622,2705258.02
1145058,2705233.28
1494808,2705009.72
7626,2704842.26
1419101,2704620.11
1343438,2704428.09
587833,2704369.40
723426,2704267.86
1615573,2704111.38
1961098,2703988.56
1741699,2703866.66
1857572,2703721.54
921471,2703660.80
412646,2703251.07
969911,2703158.95
1037439,2703130.56
1722679,2702985.48
1868774,2702818.08
1810831,2702808.69
812387,2702670.12
1424552,2702542.08
1717291,2702391.90
1394762,2702158.55
348887,2702154.75
941182,2702145.36
1542265,2701795.50
243693,2701733.00
49594,2701732.92
262714,2701538.44
520020,2701425.16
1842550,2701423.65
997346,2701277.88
272778,2701189.42
1218415,2700962.04
165742,2700775.00
524676,2700629.83
1846048,2700338.23
632614,2700318.72
268422,2700285.12
363248,2700266.26
11957,2700133.22
1847192,2700132.36
587459,2700086.00
548715,2699964.75
763274,2699807.66
1765609,2699652.56
113287,2699549.58
1388419,2699263.62
65062,2699128.22
1022386,2699000.65
742479,2698744.86
1316366,2698708.86
313976,2698670.52
393807,2698547.91
198378,2698488.65
821819,2698167.92
1307622,2698128.06
1637398,2697948.11
1715575,2697872.71
1546475,2697787.84
436145,2697236.10
1338030,2697164.10
1362641,2697087.87
1365715,2697000.80
840597,2696820.80
1419121,2696541.51
438039,2696202.00
1121465,2696165.64
1591896,2696100.75
1070529,2696037.45
1944103,2696029.76
714198,2695990.66
1967781,2695868.50
766726,2695736.96
572725,2695468.32
1672212,2695242.28
1996084,2695176.13
869253,2695079.70
722690,2695052.52
1211895,2694654.06
168020,2694536.74
1462555,2694469.80
385514,2694439.44
837700,2694371.20
1060296,2694300.08
1798772,2694208.96
948644,2694134.66
672208,2694129.00
539432,2693956.83
111706,2693197.50
1714458,2692699.20
1717257,2692536.60
524904,2692333.49
739742,2692215.63
947489,2691545.19
1620259,2691453.60
315402,2691208.80
1736663,2691163.88
1423730,2691056.83
724502,2690952.24
1588985,2690774.33
764778,2690655.24
1322045,2690502.40
1437854,2690097.96
1544452,2689733.76
1339564,2689610.82
1020896,2689563.62
1942765,2689541.40
868443,2689450.16
1249669,2689400.00
749367,2689292.49
561905,2689117.20
918912,2689045.65
1119770,2689039.62
162429,2688504.72
113993,2688438.06
1241108,2688327.40
1136020,2688240.66
1844712,2687966.25
173218,2687609.85
1493021,2687444.93
337405,2687168.75
467338,2686885.50
1242776,2686809.58
1295964,2686779.96
1864412,2686735.74
1066965,2686644.00
1348153,2686439.48
1741253,2686420.45
1207626,2686256.02
997151,2686193.41
1687081,2685933.00
323449,2685927.31
882604,2685808.96
1361696,2685672.20
1117770,2685490.63
994181,2685289.16
1887253,2685185.07
1068152,2685104.32
68322,2684467.94
72151,2684339.64
287061,2684331.54
1695447,2684320.50
1368684,2684216.70
1115867,2684157.06
1648873,2683977.50
1165402,2683860.48
837746,2683626.10
1865870,2683474.64
737135,2683417.56
1972761,2683342.96
1097060,2683329.00
87189,2683207.50
846900,2682998.76
671270,2682629.95
894131,2682584.94
515758,2682386.64
1242970,2682204.16
1991922,2682135.75
646828,2681943.18
938401,2681807.70
413264,2681685.92
672361,2681579.46
66683,2681524.44
1297780,2681447.84
1897855,2681402.35
1174544,2681332.47
1863229,2681271.84
1724868,2680972.56
357620,2680460.02
746054,2680416.00
1945580,2680254.00
764954,2680047.81
20674,2679655.68
1622293,2679618.96
562675,2679599.12
447714,2679558.88
790922,2679235.20
841220,2679196.70
1789961,2679119.36
1671482,2679070.50
1764425,2678999.40
1215641,2678970.14
910902,2678781.70
142295,2678682.93
619123,2678680.50
896068,2678499.55
915002,2678323.76
1337288,2677853.36
1573013,2677680.32
94603,2677534.44
146374,2677410.80
897243,2677321.72
766499,2677148.32
72364,2677140.48
773718,2677120.77
1813226,2677062.15
1842042,2676901.40
1299241,2676717.56
1886376,2676540.24
1836540,2676353.20
1592434,2675793.56
599632,2675766.00
416910,2675469.72
1044469,2675431.92
1535466,2675286.71
986059,2675221.49
1073207,2675137.13
773688,2674965.12
1371691,2674623.60
138983,2674589.96
1038261,2674492.20
1898023,2674409.92
1320700,2674108.71
1398305,2673874.00
1589732,2673862.72
340405,2673584.86
966724,2673287.46
1340587,2673135.42
871268,2672968.68
22151,2672551.96
164411,2672382.13
864777,2672023.71
1323140,2671898.30
1790833,2671865.45
267635,2671817.04
721805,2671764.71
240890,2671257.60
192904,2671243.90
1071292,2670889.95
1919347,2670101.43
1917739,2670017.87
267469,2669688.72
370860,2669658.00
1260614,2669646.57
814121,2669531.78
364129,2668981.19
87695,2668910.40
1691506,2668700.46
73378,2668647.66
1365615,2668524.29
1394920,2668454.39
1967415,2668426.95
1544929,2668359.10
1536289,2668322.37
1674593,2668318.23
1714734,2668155.57
263472,2667622.85
1019130,2667605.93
237747,2667384.96
1160260,2667380.00
1474618,2667048.80
194141,2667000.42
418186,2666975.08
1247273,2666935.95
864313,2666783.24
167260,2666201.13
1645048,2666189.20
288985,2666062.03
824499,2665874.02
1919106,2665660.66
868190,2665456.64
215056,2665450.24
1990256,2665422.72
1270038,2665155.11
743723,2665128.40
1694854,2664869.51
1537187,2664665.34
87081,2664638.65
319001,2664355.44
915721,2663901.52
16509,2663841.87
573551,2663780.64
296346,2663731.53
1993683,2663651.64
315891,2663147.40
20780,2663030.83
793110,2662627.92
586319,2662262.77
1540273,2662096.41
1447457,2662091.52
1941005,2662020.79
574963,2661971.90
1114379,2661220.67
1148283,2661124.60
1146853,2661003.32
1143725,2660976.63
1270376,2660908.65
1270514,2660735.22
1110775,2660344.83
1199833,2659316.12
1740496,2659234.26
586376,2659160.20
1060520,2658934.45
1889264,2658793.68
1521231,2658632.77
364345,2658486.84
1941083,2658443.04
1792146,2658391.68
318012,2658374.54
1148197,2658373.90
235979,2658353.46
1222207,2658275.73
1587430,2657635.05
1014102,2657439.06
1521345,2657419.00
1666387,2657412.90
294181,2657362.50
68162,2657327.82
715235,2657262.08
169366,2657176.83
460925,2657069.60
1114397,2657061.48
1019116,2656894.45
1118727,2656606.95
1939181,2656260.92
518100,2656171.46
1270336,2656066.74
1172844,2655975.96
72691,2655963.87
1060486,2655881.18
1066499,2655819.56
1018138,2655762.06
94293,2655641.58
1089364,2655596.40
198305,2655550.03
1389785,2655449.68
857608,2655411.00
294050,2655359.25
1494404,2655250.34
193424,2655162.60
965866,2655014.80
1015870,2654969.85
165893,2654938.58
641884,2654693.29
511027,2654658.12
620539,2654372.00
1872693,2654187.90
1886475,2654182.59
644055,2653992.00
1049827,2653672.47
273390,2653608.56
1463033,2653544.53
1660925,2653521.57
1292896,2653449.69
736832,2653388.64
715656,2653202.89
117107,2653105.96
496979,2653017.60
73636,2652612.96
1073546,2652421.41
940462,2651986.53
1795297,2651984.16
1410250,2651853.17
1063005,2651850.06
773021,2651654.25
1639961,2651649.12
1591320,2651600.30
1891313,2651458.00
1663931,2650902.80
147578,2650668.41
499346,2650605.00
993664,2650496.94
1999339,2650339.08
1382585,2650276.86
1436027,2649803.38
837121,2649784.30
1220508,2649577.04
368322,2649536.90
1171365,2649525.88
1163658,2649285.76
1066766,2649171.15
893927,2648942.24
1412819,2648837.16
785929,2648672.46
1216007,2648483.20
1312656,2648385.60
213342,2648302.44
794181,2648300.23
1244026,2648269.38
1314743,2648213.59
1642723,2648185.80
397306,2647966.20
891121,2647751.59
1772389,2647632.33
1217074,2647566.35
1999575,2647560.42
695618,2647276.08
112465,2647231.72
563933,2646511.53
386059,2646395.10
1195557,2646365.05
985885,2646178.37
322771,2646126.99
585568,2646068.25
1994143,2645947.78
1397243,2645726.15
1687189,2645722.80
1048454,2645366.40
1669792,2645295.51
1410896,2645254.38
1298023,2645064.48
1547550,2645017.76
465475,2644590.60
948707,2644583.40
695348,2644293.12
747279,2644059.88
320535,2644024.74
1946641,2643993.60
1565287,2643904.55
886892,2643113.19
385683,2642915.88
157626,2642768.08
572502,2642488.38
1094050,2642419.50
637456,2642195.20
619464,2641582.28
367121,2641481.89
1123919,2641427.52
249618,2641424.64
273756,2641262.58
1560291,2641147.50
739495,2641113.64
297294,2640999.75
443548,2640919.99
593322,2640832.38
1789442,2640746.68
1989506,2640722.56
186467,2640531.60
1492906,2640298.50
1548644,2640297.12
193664,2640212.40
1668716,2640050.80
1366962,2639980.90
186222,2639971.90
920692,2639882.60
360864,2639625.66
1463924,2639618.28
1565767,2639613.02
435263,2639578.70
970710,2639426.76
113053,2639232.00
1590773,2639227.92
1662498,2638998.26
1814722,2638668.69
1894160,2638474.54
1762678,2638150.26
316278,2638076.48
1696160,2638061.58
1341034,2637973.81
963281,2637890.24
218192,2637846.00
67348,2637655.04
1237809,2637507.60
1841647,2637283.60
1960664,2637171.84
1285849,2637024.06
592189,2636986.62
1399847,2636931.36
674629,2636647.38
1016653,2636539.56
1041974,2636486.96
822036,2636229.33
1568534,2636131.25
440628,2635513.50
1540272,2635294.35
1214993,2635269.30
944685,2635235.81
947329,2634953.37
1619787,2634831.70
1287833,2634777.60
387081,2634710.75
1769472,2634681.60
1941022,2634604.45
1818460,2634540.32
1944493,2634490.85
1436450,2634430.06
497060,2633972.22
1898695,2633765.80
672378,2633483.16
1594876,2633462.61
499632,2633426.34
324370,2632518.90
1887658,2632325.04
1521839,2632232.96
921319,2632140.06
1365953,2631802.60
1619095,2631567.70
1223857,2630490.36
1567277,2630485.74
764170,2630457.63
1063403,2630241.94
87149,2630240.34
1342878,2630164.56
290411,2630085.25
1541955,2629814.90
1442320,2629356.38
1940827,2629146.66
1819477,2629015.69
1644581,2628963.55
1697020,2628804.00
291730,2628717.54
1212101,2628674.28
1410859,2628514.32
41132,2628489.36
1389364,2628218.97
624023,2628113.04
1691320,2627991.90
1323885,2627843.20
595311,2627380.80
1548275,2627327.45
661216,2626978.95
548042,2626881.70
146653,2626646.62
1362994,2626491.84
164755,2626336.41
394586,2626238.52
987314,2626151.64
539261,2625924.71
1221302,2625830.97
387833,2625355.28
948005,2625165.60
1687459,2625108.16
839772,2624985.66
543929,2624973.24
469063,2624484.28
1747180,2624382.53
462676,2624313.78
897809,2624295.81
1544573,2624249.10
847731,2624158.04
1810559,2624142.51
1347685,2624118.38
470008,2624047.60
615764,2623237.67
768753,2623015.44
348719,2622734.16
647710,2622581.19
1263244,2622545.11
249605,2622501.36
1221266,2622482.95
1394586,2622308.14
574249,2622299.28
1167284,2622096.00
36697,2622030.84
1349665,2621932.74
891509,2621715.04
1791995,2621408.70
1765604,2621182.38
1795739,2621172.82
1418446,2621064.56
1196137,2620895.20
936680,2620817.50
1037041,2620383.48
264175,2620365.60
307611,2620248.26
1411931,2620091.34
1513211,2619566.00
543226,2619482.81
568163,2619423.52
1064167,2619245.37
1146854,2619030.40
1642604,2618458.92
465874,2618360.36
1991121,2618189.00
